product_id,product_name,category,subcategory,brand,cost_price,selling_price,stock_quantity,supplier,is_active,created_date
PROD_0168,Total uniform ability,Clothing,Men,"Kirk, Williams and Harper",11.27,15.53,11,"Thomas, Singh and Allen",True,2024-11-15
PROD_0169,Up-sized national framework,Sports,Team Sports,"Kennedy, Singleton and Marshall",263.89,585.28,738,"Griffin, Torres and Ward",False,2024-04-29
PROD_0170,Sharable exuding product,Clothing,Kids,Stokes Ltd,67.83,150.27,275,Jones LLC,True,2025-11-07
PROD_0171,Proactive high-level pricing structure,Electronics,Tablets,Garrett LLC,404.52,628.45,65,"Hubbard, Dawson and Cruz",False,2024-04-23
PROD_0172,Grass-roots needs-based workforce,Beauty,Skincare,Wilson-Harris,250.59,467.1,56,Monroe-Hernandez,False,2024-07-14
PROD_0173,Up-sized neutral flexibility,Beauty,Makeup,Walker-Strickland,187.01,286.43,105,Riley Group,True,2024-03-09
PROD_0174,User-friendly tangible process improvement,Clothing,Accessories,"Zimmerman, Robinson and Berry",6.27,14.52,12,Glover PLC,True,2024-05-24
PROD_0175,Integrated even-keeled moratorium,Electronics,Headphones,"Yoder, Butler and Brown",185.17,443.72,183,"Barton, Watts and Moore",True,2024-03-26
PROD_0176,Proactive 5thgeneration support,Beauty,Fragrance,Morgan and Sons,116.14,176.85,937,"Foster, Bell and Moore",False,2024-03-07
PROD_0177,User-centric hybrid frame,Home,Furniture,Richards-Walsh,287.91,390.18,689,Haynes Group,True,2025-02-03
PROD_0178,Ergonomic system-worthy initiative,Clothing,Women,Colon Inc,403.15,998.13,976,Beard Ltd,False,2024-12-10
PROD_0179,Persistent holistic archive,Electronics,Headphones,"Ward, Bradley and Jones",433.69,956.54,318,Donaldson LLC,False,2025-03-20
PROD_0180,Up-sized heuristic support,Electronics,Cameras,Romero Group,231.09,388.14,298,Valentine PLC,False,2025-06-26
PROD_0181,Triple-buffered optimal contingency,Beauty,Makeup,Porter-Manning,234.64,462.05,505,Rodriguez PLC,True,2024-06-02
PROD_0182,Future-proofed client-driven customer loyalty,Beauty,Makeup,"Jarvis, Coleman and Jennings",79.53,191.84,24,"Bailey, Barnes and Guerra",True,2025-01-01
PROD_0183,Face-to-face optimizing projection,Beauty,Haircare,Cook-Haynes,319.79,672.04,9,Glenn and Sons,False,2025-09-02
PROD_0184,Distributed grid-enabled capability,Electronics,Headphones,Yoder-Olson,425.26,912.34,106,"Smith, Simmons and Vang",True,2025-06-14
PROD_0185,Assimilated responsive challenge,Beauty,Makeup,Jones-Montgomery,212.81,521.29,995,Olsen Inc,True,2024-01-13
PROD_0186,Reactive regional solution,Home,Furniture,"Davis, Jones and Luna",26.73,40.12,865,"Anderson, Lewis and Clark",False,2024-09-06
PROD_0187,Front-line global emulation,Home,Decor,Rosario-Clark,487.4,638.68,97,Washington-Deleon,True,2025-04-23
PROD_0188,Digitized dynamic conglomeration,Sports,Fitness,Payne-Watson,297.99,381.72,678,"Taylor, Park and Oneal",True,2023-12-11
PROD_0189,Extended impactful definition,Clothing,Kids,Bush Group,134.19,215.98,820,"Washington, Hill and Wong",False,2025-02-04
PROD_0190,Automated fresh-thinking matrices,Home,Bedding,"Mathews, Estes and Garcia",229.12,344.53,966,Johnson Inc,True,2024-04-27
PROD_0191,Enhanced fresh-thinking matrix,Clothing,Accessories,"Edwards, Campbell and Baker",58.94,78.82,460,"Ewing, Briggs and Mcmillan",False,2023-11-29
PROD_0192,Future-proofed local artificial intelligence,Home,Decor,Weaver-Perkins,64.76,107.88,788,Hawkins-Reese,True,2024-04-19
PROD_0193,Distributed next generation challenge,Sports,Team Sports,"Cruz, Allen and Strong",234.36,540.96,92,"Hart, Eaton and Tran",True,2024-09-26
PROD_0194,Polarized systemic conglomeration,Home,Garden,Cabrera Ltd,24.96,57.08,335,"Wu, Branch and Shaw",True,2024-02-26
PROD_0195,Stand-alone intermediate core,Electronics,Laptops,"Terrell, Nelson and Wallace",484.36,830.73,50,Vincent-Carter,False,2025-02-20
PROD_0196,Right-sized actuating database,Home,Kitchen,Perry LLC,20.39,35.19,463,"Stokes, Valenzuela and Atkinson",True,2024-09-19
PROD_0197,Digitized scalable portal,Electronics,Headphones,Mccall-Thompson,55.44,123.74,124,"Evans, Wilson and Burns",True,2024-04-12
PROD_0198,Distributed global success,Electronics,Laptops,"Moreno, Aguilar and Riley",69.7,158.27,381,"Floyd, Johnson and Taylor",True,2025-10-22
PROD_0199,Fully-configurable scalable workforce,Beauty,Bath & Body,Ramirez LLC,133.12,300.39,22,Smith Ltd,True,2025-07-15
PROD_0200,Optimized client-server orchestration,Clothing,Shoes,"Wyatt, Sherman and Alvarado",405.6,535.22,867,"Pena, Price and Graham",False,2024-12-28
PROD_0201,Enterprise-wide systemic complexity,Electronics,Smartphones,"Crane, Garcia and Walker",471.43,596.75,946,Brown Group,False,2025-07-30
PROD_0202,Intuitive encompassing standardization,Sports,Yoga,"Salazar, Figueroa and Sherman",19.59,40.91,176,"Mitchell, Wright and Stewart",False,2025-09-12
PROD_0203,Integrated responsive instruction set,Clothing,Women,Klein PLC,141.12,251.17,152,"Hicks, Hernandez and Sims",True,2024-08-10
PROD_0204,Self-enabling hybrid policy,Beauty,Bath & Body,Gonzalez Inc,310.4,633.67,510,Harris-Leach,False,2024-09-23
PROD_0205,Realigned 5thgeneration analyzer,Beauty,Fragrance,Owens Inc,35.18,55.01,140,Wilcox Group,False,2024-03-06
PROD_0206,Switchable non-volatile array,Clothing,Accessories,Young Inc,128.33,319.84,556,Payne Inc,True,2025-05-11
PROD_0207,Fundamental client-driven forecast,Sports,Team Sports,Graham-Riggs,242.44,537.21,352,Jefferson PLC,False,2025-04-07
PROD_0208,Profit-focused logistical approach,Sports,Team Sports,"Dennis, Thompson and Russell",94.01,151.78,224,"Warren, Owens and Drake",True,2024-10-14
PROD_0209,Assimilated composite project,Home,Furniture,"Torres, Oneill and Bennett",405.28,734.85,366,Andrade Group,True,2025-02-07
PROD_0210,Devolved multimedia initiative,Clothing,Men,Brown-Jefferson,127.69,193.26,546,Gomez-Ward,True,2024-03-31
PROD_0211,Stand-alone regional initiative,Clothing,Accessories,"Johnson, Hoover and Santos",424.02,948.37,363,Jones Group,True,2024-03-27
PROD_0212,Visionary eco-centric task-force,Clothing,Women,Davidson-White,298.3,670.6,714,Reed LLC,False,2025-04-22
PROD_0213,Pre-emptive well-modulated conglomeration,Beauty,Skincare,"Perez, Merritt and Drake",353.21,585.33,581,Bell-Lane,True,2025-02-11
PROD_0214,Ameliorated web-enabled strategy,Beauty,Makeup,Shields Group,419.16,944.59,993,"Trujillo, Cook and Shaw",False,2024-12-09
PROD_0215,Upgradable discrete conglomeration,Beauty,Haircare,Cunningham Inc,91.9,114.82,57,"Duran, Davis and Pierce",True,2025-05-17
PROD_0216,Organic asymmetric algorithm,Beauty,Makeup,Byrd LLC,14.86,27.07,339,Sims-Torres,True,2024-11-09
PROD_0217,Managed bifurcated complexity,Clothing,Kids,Cross-Pittman,359.88,861.7,864,Ryan Ltd,False,2023-12-06
PROD_0218,Reactive optimizing approach,Electronics,Smartphones,Henderson Ltd,78.12,165.31,145,"Fitzgerald, Jackson and Andrews",True,2025-06-18
PROD_0219,Phased content-based standardization,Beauty,Haircare,"Irwin, Smith and Buchanan",480.48,809.93,964,"Gray, Collins and Bradford",False,2024-05-19
PROD_0220,Organic incremental knowledgebase,Beauty,Skincare,Anthony-Jackson,171.6,277.89,999,Rodriguez LLC,True,2025-04-19
PROD_0221,Monitored client-server functionalities,Sports,Yoga,Smith Ltd,326.34,465.51,991,White PLC,False,2024-05-30
PROD_0222,Cross-platform uniform Graphical User Interface,Clothing,Accessories,Kerr and Sons,408.15,690.55,751,"Griffin, Miller and Williams",False,2024-03-25
PROD_0223,Grass-roots methodical solution,Clothing,Women,"Brown, Payne and Adams",365.77,890.07,971,Hernandez-Gates,False,2025-01-26
PROD_0224,Pre-emptive user-facing middleware,Beauty,Skincare,Valencia-Taylor,95.13,153.51,828,Smith Ltd,True,2024-11-05
PROD_0225,User-centric mission-critical workforce,Beauty,Skincare,Kaufman and Sons,468.66,648.08,763,Allen Group,True,2024-07-29
PROD_0226,Optimized background task-force,Clothing,Kids,Stafford-Riley,491.28,696.76,906,Stewart Ltd,True,2024-03-26
PROD_0227,Integrated secondary toolset,Home,Decor,"Orr, Winters and Marquez",10.64,15.67,709,Randolph Inc,True,2024-08-12
PROD_0228,Horizontal mission-critical conglomeration,Home,Bedding,"Sanchez, Mendez and Davis",394.57,843.01,49,Gardner Group,False,2024-12-23
PROD_0229,Ergonomic neutral task-force,Sports,Yoga,"Castro, Perry and Harrington",484.71,1139.03,504,"Montgomery, Aguilar and Allison",False,2024-08-16
PROD_0230,Ameliorated tangible Internet solution,Home,Garden,Kelly-Kirk,190.8,434.54,807,"Fischer, Short and Hernandez",True,2024-02-22
PROD_0231,Profound global circuit,Clothing,Shoes,Vargas-Jones,41.49,95.41,301,"Lee, Smith and Perry",True,2025-05-13
PROD_0232,Re-engineered coherent methodology,Home,Bedding,Wilson-Tyler,476.07,617.21,174,Scott and Sons,False,2023-11-15
PROD_0233,Expanded zero-defect monitoring,Clothing,Men,Vasquez and Sons,275.79,652.95,95,Barber PLC,False,2025-06-12
PROD_0234,Virtual explicit Graphical User Interface,Beauty,Bath & Body,"Nash, Howard and Lopez",447.15,946.11,441,Reed and Sons,True,2025-10-29
PROD_0235,Networked object-oriented Internet solution,Beauty,Fragrance,Guerra-Cummings,82.77,110.22,210,"Andrade, Simmons and Gallegos",True,2024-12-16
PROD_0236,Synergistic transitional circuit,Sports,Cycling,"Sharp, Wilson and Bishop",362.41,778.81,271,Taylor-Fletcher,False,2024-04-30
PROD_0237,Re-contextualized grid-enabled Internet solution,Home,Kitchen,Clark-Harris,52.48,89.78,562,Marquez-Moore,False,2024-01-11
PROD_0238,Operative multi-state matrices,Clothing,Men,"Chandler, Sanders and Woods",183.61,322.4,301,Tate-Huerta,False,2025-09-15
PROD_0239,Exclusive optimal database,Clothing,Men,"Peterson, House and Stanton",17.74,25.23,298,"Hunter, Alvarez and Gibson",True,2025-06-30
PROD_0240,Versatile system-worthy neural-net,Sports,Fitness,Mccoy LLC,157.63,270.6,500,Mercado-Andrews,False,2024-03-03
PROD_0241,Secured directional success,Electronics,Cameras,"Carrillo, Cox and Butler",196.83,331.13,390,"Taylor, Reynolds and Dawson",False,2025-01-20
PROD_0242,Networked hybrid methodology,Clothing,Shoes,Scott-Brown,27.09,47.99,269,"Conley, Bird and Berry",True,2025-10-06
PROD_0243,Automated cohesive toolset,Home,Garden,"Olson, Smith and Waller",35.51,77.34,683,"Williams, Adkins and Brady",True,2024-06-16
PROD_0244,Profound fresh-thinking capacity,Electronics,Tablets,Dalton-Kemp,405.05,704.05,774,Garcia PLC,True,2025-06-06
PROD_0245,Polarized full-range frame,Beauty,Skincare,"Keith, Moore and Ray",421.19,953.54,428,"Miller, Bradshaw and Hernandez",False,2025-05-31
PROD_0246,De-engineered mobile neural-net,Beauty,Makeup,Murphy-Powell,240.75,313.61,924,"Nunez, Brown and Cox",True,2025-09-23
PROD_0247,Multi-lateral methodical focus group,Beauty,Bath & Body,Thompson LLC,450.73,1009.9,693,Santana PLC,True,2024-06-12
PROD_0248,Versatile mission-critical concept,Electronics,Headphones,Gonzalez-Allen,90.58,224.61,995,Hansen-Andrews,True,2025-06-17
PROD_0249,Synergistic context-sensitive matrices,Clothing,Women,Cox-Jenkins,26.12,34.01,699,Holmes-Herrera,False,2025-04-13
PROD_0250,Ameliorated discrete forecast,Clothing,Women,Eaton Ltd,417.88,641.55,932,"Griffin, Robertson and Cannon",True,2024-08-06
PROD_0251,Customer-focused zero administration moderator,Electronics,Headphones,Branch-Gregory,280.4,537.71,877,Williams Ltd,False,2025-02-06
PROD_0252,Horizontal bi-directional array,Beauty,Fragrance,"Carter, Little and Mejia",459.0,558.18,717,"Craig, Garrett and Espinoza",False,2024-12-31
PROD_0253,Optional discrete throughput,Electronics,Headphones,"Stewart, Robinson and Barker",79.07,153.12,596,"Thomas, Carter and Franklin",True,2023-12-03
PROD_0254,Reverse-engineered dedicated intranet,Electronics,Cameras,Todd Ltd,390.87,868.31,888,West Ltd,False,2025-01-14
PROD_0255,Persistent well-modulated time-frame,Sports,Team Sports,Watkins Group,194.61,356.38,623,"Martin, Burke and Villanueva",False,2024-12-14
PROD_0256,Synergistic disintermediate moderator,Electronics,Laptops,"Jones, Boyer and Herrera",141.33,196.03,623,"Dunlap, Fuentes and Brown",False,2025-04-24
PROD_0257,Re-engineered attitude-oriented parallelism,Electronics,Headphones,"Blair, Sanders and Sullivan",445.34,726.32,243,Walker Inc,True,2024-12-24
PROD_0258,Organized interactive focus group,Sports,Team Sports,Lawson-Martin,449.03,550.65,837,Mccoy Ltd,False,2025-11-12
PROD_0259,Cross-platform logistical collaboration,Home,Bedding,Sanchez-Allen,422.21,977.71,701,"Hoffman, Newton and Murphy",True,2023-11-22
PROD_0260,Function-based system-worthy conglomeration,Clothing,Women,"Schmidt, Lewis and Petersen",153.74,333.13,792,Bentley-Moreno,False,2025-03-31
PROD_0261,Phased foreground installation,Home,Decor,"Ruiz, Ramsey and Horne",304.46,400.69,452,"Williams, Gonzalez and Griffin",True,2024-12-05
PROD_0262,Open-source grid-enabled moratorium,Sports,Yoga,Brown PLC,380.95,886.6,840,"Bridges, Alvarez and Blair",True,2025-10-27
PROD_0263,Exclusive bottom-line approach,Beauty,Makeup,"Sanders, Duran and Galvan",37.48,79.55,413,Robinson PLC,True,2025-08-08
PROD_0264,Progressive tangible frame,Beauty,Bath & Body,Lynch PLC,19.33,28.04,852,Ramsey PLC,True,2024-10-01
PROD_0265,Programmable zero administration parallelism,Electronics,Laptops,Davis-Holt,21.37,27.05,369,Cervantes Inc,True,2024-02-28
PROD_0266,Operative 3rdgeneration customer loyalty,Home,Bedding,"Turner, Williams and Johnston",412.64,766.13,650,Vaughan-Williams,True,2024-08-21
PROD_0267,Versatile context-sensitive Local Area Network,Electronics,Laptops,Lowe PLC,189.37,373.49,181,Carey-Wagner,False,2023-12-22
PROD_0268,Intuitive encompassing interface,Beauty,Bath & Body,Green-Martinez,178.13,251.62,915,"Thompson, Klein and Clark",False,2025-03-31
PROD_0269,Enhanced grid-enabled functionalities,Electronics,Tablets,"Gutierrez, Wright and Brown",18.59,23.51,874,"Mckay, Cole and Greene",True,2024-04-10
PROD_0270,Front-line intermediate frame,Clothing,Women,Sanders Group,340.46,527.65,419,Pollard-Williams,True,2024-11-05
PROD_0271,Multi-layered intermediate success,Electronics,Headphones,Garrett Group,456.2,931.37,615,Ramirez LLC,True,2024-10-26
PROD_0272,Cross-platform human-resource secured line,Clothing,Kids,"Gilbert, Baker and Case",306.13,742.64,729,Erickson Inc,False,2025-10-06
PROD_0273,Synergistic directional functionalities,Sports,Yoga,Williams-Lucero,426.54,766.36,223,Ayers-Sutton,False,2023-11-20
PROD_0274,Synchronized multi-tasking hardware,Home,Garden,"Francis, Smith and Ochoa",413.03,708.88,104,"Williams, Miles and Barker",True,2024-01-30
PROD_0275,Synergized optimal knowledgebase,Beauty,Haircare,Brown Ltd,282.92,557.89,289,Hogan Ltd,False,2025-10-15
PROD_0276,Balanced grid-enabled success,Electronics,Headphones,Rojas Group,36.6,90.95,655,Ray-Willis,False,2024-10-16
PROD_0277,Integrated foreground data-warehouse,Home,Bedding,Durham Inc,329.78,803.95,667,Riggs-Sherman,False,2024-11-18
PROD_0278,Triple-buffered systemic infrastructure,Clothing,Women,Jackson-Richardson,261.06,394.83,58,"Hoffman, Harrington and Lucas",False,2025-03-25
PROD_0279,Enterprise-wide bi-directional forecast,Home,Kitchen,"Dalton, Banks and Jones",362.04,742.91,302,"Edwards, Goodman and Ward",False,2024-10-13
PROD_0280,Fully-configurable homogeneous matrices,Sports,Yoga,Clark-Andrews,197.2,245.69,725,Cox-Jackson,True,2025-01-20
PROD_0281,Enterprise-wide intangible implementation,Home,Kitchen,"Skinner, Smith and Raymond",344.73,699.74,487,Leach-Lopez,False,2025-10-02
PROD_0282,Operative fresh-thinking portal,Beauty,Haircare,Mendez LLC,423.48,970.97,897,Green and Sons,True,2024-08-27
PROD_0283,Configurable scalable methodology,Home,Furniture,"Curry, Powell and Holmes",238.04,514.93,742,"Greene, Barnes and Jones",True,2025-02-11
PROD_0284,Customizable zero-defect hub,Home,Furniture,Johnson-Shelton,115.02,171.42,892,"Cabrera, Wong and Johnson",False,2024-06-28
PROD_0285,Managed non-volatile function,Sports,Team Sports,Keller-Phillips,188.98,370.64,474,Mosley Inc,True,2025-04-14
PROD_0286,Progressive analyzing protocol,Sports,Fitness,Brown LLC,433.86,849.78,966,Preston PLC,True,2024-12-17
PROD_0287,Cloned 3rdgeneration framework,Sports,Outdoor,Walker-Alvarado,252.74,588.31,390,"Green, Anderson and Porter",False,2024-03-16
PROD_0288,Centralized multi-tasking open architecture,Sports,Fitness,Vincent-Ray,436.07,608.76,205,Logan Group,False,2025-02-03
PROD_0289,Sharable transitional parallelism,Sports,Cycling,Clark Group,446.96,1109.64,146,"Sanchez, Thompson and Wright",False,2024-10-13
PROD_0290,Organic upward-trending system engine,Clothing,Men,Potter LLC,246.35,497.71,181,Lowe-Adams,False,2025-01-02
PROD_0291,Assimilated client-server groupware,Electronics,Smartphones,Thompson Ltd,228.77,336.79,792,Sloan-Russell,True,2025-08-31
PROD_0292,Focused 24/7 system engine,Beauty,Makeup,"Fernandez, Norton and Stanley",247.34,542.33,90,Gordon Ltd,True,2025-02-17
PROD_0293,Object-based solution-oriented Graphic Interface,Beauty,Fragrance,Hughes-Martinez,318.58,549.36,988,"Anderson, Ferguson and Little",False,2025-01-10
PROD_0294,Configurable tertiary help-desk,Sports,Fitness,Carey Inc,23.67,34.54,382,Stewart-Good,True,2024-12-10
PROD_0295,Diverse real-time help-desk,Home,Garden,Allen-Brown,99.34,206.6,641,Moore Inc,True,2024-02-24
PROD_0296,Extended user-facing leverage,Clothing,Kids,"Allen, Hill and Logan",159.49,212.68,515,Lopez Group,False,2023-12-17
PROD_0297,Vision-oriented full-range migration,Clothing,Men,Padilla-Sims,412.8,655.39,297,"Stewart, Torres and Gibson",False,2025-08-02
PROD_0298,Vision-oriented mobile architecture,Beauty,Bath & Body,Norman-Underwood,264.44,466.41,703,Reese Group,True,2025-03-20
PROD_0299,Re-engineered static database,Home,Decor,Alvarez Inc,182.83,264.18,970,Navarro-Eaton,False,2025-02-17
PROD_0300,Proactive hybrid array,Electronics,Laptops,Weaver LLC,116.04,287.82,216,"Collins, Hale and Hardy",True,2025-08-20
PROD_0301,Proactive national functionalities,Beauty,Bath & Body,"Black, Martin and Rivera",88.65,148.63,666,"Barnes, Rivera and Griffith",True,2024-08-03
PROD_0302,Optional 6thgeneration projection,Sports,Team Sports,"Clark, Berry and Trevino",386.77,777.44,608,Collins and Sons,True,2024-07-11
PROD_0303,Enhanced even-keeled time-frame,Electronics,Smartphones,"Duran, Herring and Myers",28.88,39.0,454,"Alexander, Williams and Adams",False,2025-05-29
PROD_0304,Public-key multimedia algorithm,Electronics,Cameras,White LLC,130.11,274.85,210,Blackwell LLC,True,2024-03-16
PROD_0305,Managed regional extranet,Home,Decor,Bates-Walton,332.52,685.4,276,Kane-Keller,True,2025-06-08
PROD_0306,Programmable tangible neural-net,Sports,Fitness,"Mcfarland, Lewis and Patterson",258.23,517.24,289,Hoover-Jones,True,2024-05-31
PROD_0307,Face-to-face homogeneous pricing structure,Electronics,Headphones,"Diaz, Greene and Nelson",103.33,150.83,269,"Foley, Rodriguez and Hess",True,2024-04-13
PROD_0308,Robust disintermediate instruction set,Home,Decor,"Saunders, Cooper and Gould",151.2,189.19,508,Chavez-Mayer,True,2024-12-19
PROD_0309,Fully-configurable interactive model,Sports,Team Sports,Young Inc,121.08,147.3,91,Sharp Ltd,True,2025-03-21
PROD_0310,Organized 4thgeneration forecast,Beauty,Fragrance,"Nixon, Dougherty and Rivera",78.83,103.83,523,Burton-Ramos,True,2025-03-14
PROD_0311,Centralized multi-state implementation,Electronics,Tablets,"Perez, Richards and Craig",323.95,581.09,1000,"Stephens, Yates and Kidd",False,2025-09-27
PROD_0312,Exclusive 24hour info-mediaries,Home,Decor,Cochran-Young,29.79,67.24,895,Williams-Abbott,True,2024-12-03
PROD_0313,Organized optimal intranet,Home,Bedding,Yang-Huff,401.79,645.48,756,Cobb-Miller,True,2025-09-12
PROD_0314,Inverse homogeneous workforce,Electronics,Smartphones,"Fuller, Baker and Cummings",9.79,13.51,662,"Caldwell, Martinez and Berry",True,2025-07-28
PROD_0315,Organized object-oriented functionalities,Home,Bedding,Castillo LLC,447.79,1093.33,274,Lopez and Sons,True,2024-02-11
PROD_0316,Seamless client-server encoding,Home,Bedding,"Perez, Espinoza and Bridges",95.52,164.39,985,Santana and Sons,False,2024-06-02
PROD_0317,Decentralized stable policy,Home,Decor,"Bradley, Vasquez and Rice",346.5,631.23,431,Howard-Jones,True,2024-02-17
PROD_0318,Implemented 3rdgeneration parallelism,Electronics,Laptops,Caldwell-Bell,349.6,446.17,965,Villanueva LLC,True,2025-08-04
PROD_0319,Synergized bifurcated contingency,Electronics,Headphones,"Miller, Martinez and Jensen",456.06,833.44,582,Jones LLC,False,2024-09-13
PROD_0320,Down-sized motivating alliance,Clothing,Accessories,Jacobs-Clark,192.98,321.54,29,Ramirez-Sloan,True,2024-02-18
PROD_0321,Versatile leadingedge hierarchy,Sports,Yoga,"Morgan, Mcmillan and Myers",60.9,105.64,47,"Gutierrez, Crawford and Andrews",True,2024-08-12
PROD_0322,Cross-platform tertiary middleware,Home,Bedding,Riley Group,11.12,25.9,537,Berg-Hampton,True,2025-08-16
PROD_0323,Centralized responsive collaboration,Home,Garden,Mills-Johnson,263.94,557.11,97,Spencer-Cobb,False,2023-12-27
PROD_0324,Virtual context-sensitive flexibility,Clothing,Shoes,Cummings-Mccullough,176.15,366.25,394,Greer-Richards,True,2025-03-16
PROD_0325,Assimilated regional alliance,Beauty,Bath & Body,"Garcia, Fitzgerald and Reilly",32.01,65.19,160,Jackson Inc,False,2024-10-18
PROD_0326,Upgradable real-time neural-net,Sports,Outdoor,Collins-Knapp,42.06,77.35,246,"Miller, Newman and Barron",False,2024-12-29
PROD_0327,Ameliorated discrete policy,Home,Furniture,Klein Ltd,255.93,490.27,387,Ewing-Welch,False,2025-04-29
PROD_0328,Robust exuding hub,Clothing,Men,"Hernandez, Burns and Reeves",232.25,520.62,458,Fisher LLC,True,2025-09-06
PROD_0329,Diverse attitude-oriented customer loyalty,Sports,Yoga,"Rowland, Blair and Sanchez",161.45,399.57,763,Elliott PLC,True,2024-01-11
PROD_0330,Polarized tangible process improvement,Electronics,Headphones,Scott Ltd,209.11,402.38,0,Watkins-Hall,True,2025-09-25
PROD_0331,Mandatory system-worthy standardization,Beauty,Bath & Body,"Phillips, Michael and Hall",320.58,755.65,575,Blair-Jackson,True,2024-11-12
PROD_0332,Inverse full-range implementation,Sports,Team Sports,Rodriguez-Mack,184.85,234.86,228,Benson-Valencia,False,2024-12-19
PROD_0333,Face-to-face bottom-line benchmark,Home,Garden,"Harris, Nunez and Wall",384.87,762.02,733,Walker-Sanchez,False,2025-02-14
